00:00,0,0
00:00,1,0
00:00,2,0
00:00,3,0
00:00,4,0
00:00,5,0
00:00,6,0
00:00,7,0.9999999999980838
01:00,0,0
01:00,1,0
01:00,2,0
01:00,3,0
01:00,4,0
01:00,5,0
01:00,6,0
01:00,7,0.9999999999980838
02:00,0,0
02:00,1,0
02:00,2,0
02:00,3,0
02:00,4,0
02:00,5,0
02:00,6,0
02:00,7,0.9999999999980838
03:00,0,0
03:00,1,0
03:00,2,0
03:00,3,0
03:00,4,0
03:00,5,0
03:00,6,0
03:00,7,0.9999999999980838
04:00,0,0
04:00,1,0
04:00,2,0
04:00,3,0
04:00,4,0
04:00,5,0
04:00,6,0.00012
04:00,7,0.9998799999980843
05:00,0,0
05:00,1,0
05:00,2,0
05:00,3,0
05:00,4,0
05:00,5,4e-05
05:00,6,0.010409999999999744
05:00,7,0.9895499999981313
06:00,0,0
06:00,1,0
06:00,2,1e-05
06:00,3,0.00016
06:00,4,0.0027500000000000063
06:00,5,0.03423999999999981
06:00,6,0.2383500000000976
06:00,7,0.7244899999993376
07:00,0,0.0005300000000000007
07:00,1,0.00756999999999986
07:00,2,0.040850000000001836
07:00,3,0.13698999999999623
07:00,4,0.25882000000011807
07:00,5,0.30458000000016383
07:00,6,0.19653000000005577
07:00,7,0.0541300000000059
08:00,0,0.22550000000008474
08:00,1,0.3754400000002347
08:00,2,0.2652400000001245
08:00,3,0.10423999999999228
08:00,4,0.025829999999999118
08:00,5,0.0034900000000000083
08:00,6,0.00022
08:00,7,4e-05
09:00,0,0.8964099999985552
09:00,1,0.09922999999999423
09:00,2,0.0042899999999999935
09:00,3,7.000000000000001e-05
09:00,4,0
09:00,5,0
09:00,6,0
09:00,7,0
10:00,0,0.9980899999980924
10:00,1,0.0019100000000000044
10:00,2,0
10:00,3,0
10:00,4,0
10:00,5,0
10:00,6,0
10:00,7,0
11:00,0,0.9999999999980838
11:00,1,0
11:00,2,0
11:00,3,0
11:00,4,0
11:00,5,0
11:00,6,0
11:00,7,0
12:00,0,0.9999999999980838
12:00,1,0
12:00,2,0
12:00,3,0
12:00,4,0
12:00,5,0
12:00,6,0
12:00,7,0
13:00,0,0.999949999998084
13:00,1,5e-05
13:00,2,0
13:00,3,0
13:00,4,0
13:00,5,0
13:00,6,0
13:00,7,0
14:00,0,0.9989699999980884
14:00,1,0.001020000000000002
14:00,2,1e-05
14:00,3,0
14:00,4,0
14:00,5,0
14:00,6,0
14:00,7,0
15:00,0,0.9859199999981478
15:00,1,0.013999999999999598
15:00,2,8e-05
15:00,3,0
15:00,4,0
15:00,5,0
15:00,6,0
15:00,7,0
16:00,0,0.8826299999986179
16:00,1,0.1116899999999894
16:00,2,0.005469999999999945
16:00,3,0.0002
16:00,4,1e-05
16:00,5,0
16:00,6,0
16:00,7,0
17:00,0,0.5141700000002948
17:00,1,0.35988000000021914
17:00,2,0.10637999999999145
17:00,3,0.017499999999999457
17:00,4,0.0019300000000000044
17:00,5,0.00014000000000000001
17:00,6,0
17:00,7,0
18:00,0,0.09741999999999493
18:00,1,0.26631000000012556
18:00,2,0.31641000000017566
18:00,3,0.21311000000007235
18:00,4,0.08438999999999998
18:00,5,0.01941999999999938
18:00,6,0.0028200000000000065
18:00,7,0.00012
19:00,0,0.002600000000000006
19:00,1,0.022439999999999256
19:00,2,0.09418999999999618
19:00,3,0.2144500000000737
19:00,4,0.2933400000001526
19:00,5,0.2420500000001013
19:00,6,0.1093699999999903
19:00,7,0.02155999999999929
20:00,0,2e-05
20:00,1,0.0001
20:00,2,0.0017300000000000039
20:00,3,0.015819999999999525
20:00,4,0.07702000000000284
20:00,5,0.23674000000009598
20:00,6,0.39157000000025083
20:00,7,0.27700000000013625
21:00,0,0
21:00,1,0
21:00,2,0
21:00,3,0.00011
21:00,4,0.0020400000000000045
21:00,5,0.02920999999999898
21:00,6,0.22603000000008527
21:00,7,0.7426099999992551
22:00,0,0
22:00,1,0
22:00,2,0
22:00,3,0
22:00,4,1e-05
22:00,5,0.0006700000000000011
22:00,6,0.04247000000000233
22:00,7,0.9568499999982801
23:00,0,0
23:00,1,0
23:00,2,0
23:00,3,0
23:00,4,0
23:00,5,1e-05
23:00,6,0.0034900000000000083
23:00,7,0.9964999999980997
